Opening Rank,Closing Rank,Academic Program Name,Institute,Seat Type,Quota,Gender
39499,54889,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Gender-Neutral
62836,62836,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Female-only (including Supernumerary)
84446,84446,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Home State,Gender-Neutral
71285,71285,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Home State,Gender-Neutral
268199,270304,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Gender-Neutral
187493,187493,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Female-only (including Supernumerary)
384556,384556,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Home State,Gender-Neutral
30054,35160,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Gender-Neutral
43450,43450,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Female-only (including Supernumerary)
1031015,1031015,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN (PwD),Other State,Gender-Neutral
45676,47601,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Other State,Gender-Neutral
39186,41811,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Gender-Neutral
77497,77497,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Female-only (including Supernumerary)
122936,122936,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Gender-Neutral
237162,237162,"Engineering Physics (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Other State,Gender-Neutral
56200,81373,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Gender-Neutral
78345,78345,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Female-only (including Supernumerary)
81486,110996,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Home State,Gender-Neutral
99694,110102,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Home State,Gender-Neutral
337321,337321,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Home State,Female-only (including Supernumerary)
258133,258133,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Gender-Neutral
448795,448795,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Home State,Gender-Neutral
45466,51022,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Gender-Neutral
79049,79049,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Female-only (including Supernumerary)
52570,52570,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Other State,Gender-Neutral
54131,57136,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Gender-Neutral
93357,93357,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Female-only (including Supernumerary)
1318857,1318857,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL (PwD),Other State,Gender-Neutral
165107,165107,"Industrial Chemistry (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Gender-Neutral
70805,109578,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Gender-Neutral
122516,134042,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Home State,Gender-Neutral
164179,206897,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Home State,Gender-Neutral
579787,579787,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Gender-Neutral
577742,729321,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Home State,Gender-Neutral
36638,56991,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Gender-Neutral
61311,73660,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Other State,Gender-Neutral
59320,78934,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Gender-Neutral
201704,210812,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Gender-Neutral
257943,276383,"Mathematics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Other State,Gender-Neutral
13139,13869,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Gender-Neutral
11431,11431,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Female-only (including Supernumerary)
21350,21570,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Home State,Gender-Neutral
66552,66552,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Gender-Neutral
10991,13234,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Gender-Neutral
19540,19540,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Female-only (including Supernumerary)
15438,15438,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Other State,Gender-Neutral
16534,16593,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Gender-Neutral
29080,29080,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Female-only (including Supernumerary)
73956,75855,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Gender-Neutral
96048,96048,"Mathematics and Computing (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Female-only (including Supernumerary)
295501,376662,"Mathematics and Computing for DASA-CIWG (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,DASA-CIWG,Gender-Neutral
399122,399122,"Mathematics and Computing for DASA-Non CIWG (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,DASA-Non CIWG,Gender-Neutral
24085,39465,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Gender-Neutral
33022,52722,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Female-only (including Supernumerary)
39633,49145,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Home State,Gender-Neutral
74091,83476,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Home State,Female-only (including Supernumerary)
44150,65932,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Home State,Gender-Neutral
97084,218763,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Gender-Neutral
140253,140253,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Female-only (including Supernumerary)
249179,249704,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Home State,Gender-Neutral
475929,475929,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Home State,Female-only (including Supernumerary)
25661,30393,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Gender-Neutral
42033,54068,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Female-only (including Supernumerary)
700773,700773,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN (PwD),Other State,Gender-Neutral
715156,715156,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN (PwD),Other State,Female-only (including Supernumerary)
31318,35333,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Other State,Gender-Neutral
60215,60939,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Other State,Female-only (including Supernumerary)
994779,994779,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS (PwD),Other State,Gender-Neutral
35168,38687,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Gender-Neutral
54636,64076,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Female-only (including Supernumerary)
812470,812470,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL (PwD),Other State,Female-only (including Supernumerary)
111274,134609,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Gender-Neutral
169507,169507,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Female-only (including Supernumerary)
181542,196459,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Other State,Gender-Neutral
261238,261238,"Mechanical Engineering (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Other State,Female-only (including Supernumerary)
257972,565710,"Mechanical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,DASA-CIWG,Gender-Neutral
737383,737383,"Mechanical Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,DASA-Non CIWG,Gender-Neutral
169015,169015,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,All India,Gender-Neutral
72719,89577,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Home State,Gender-Neutral
104055,104959,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Home State,Gender-Neutral
120440,161155,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Home State,Gender-Neutral
339499,531866,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Home State,Gender-Neutral
38406,56122,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN,Other State,Gender-Neutral
1378407,1378407,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OPEN (PwD),Other State,Gender-Neutral
71340,76309,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",EWS,Other State,Gender-Neutral
62267,74713,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",OBC-NCL,Other State,Gender-Neutral
183701,211568,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",SC,Other State,Gender-Neutral
281579,281579,"Physics (5 Years, Integrated Master of Science)","Sardar Vallabhbhai National Institute of Technology, Surat",ST,Other State,Gender-Neutral
325,838,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Gender-Neutral
9239,9239,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Gender-Neutral
2059,3226,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Gender-Neutral
7308,7308,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",SC,Home State,Gender-Neutral
3647,3647,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",SC,Home State,Female-only (including Supernumerary)
18443,18443,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",ST,Home State,Gender-Neutral
769,985,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Gender-Neutral
571,617,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Female-only (including Supernumerary)
5173,5173,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Gender-Neutral
1820,2254,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Gender-Neutral
1511,1533,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Female-only (including Supernumerary)
4599,4599,"Architecture (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",SC,Other State,Gender-Neutral
5225,6816,"Architecture for DASA-CIWG (5 Years, Bachelor of Architecture)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,DASA-CIWG,Gender-Neutral
28734,34384,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Gender-Neutral
32279,45352,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Female-only (including Supernumerary)
277991,277991,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN (PwD),Home State,Gender-Neutral
39027,40584,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Gender-Neutral
35301,42489,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Gender-Neutral
60919,64391,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Female-only (including Supernumerary)
124775,124775,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Home State,Gender-Neutral
164166,164166,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Home State,Female-only (including Supernumerary)
209746,264099,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",ST,Home State,Gender-Neutral
27749,34359,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Gender-Neutral
39941,48378,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Female-only (including Supernumerary)
36081,39700,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Gender-Neutral
50561,50561,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Female-only (including Supernumerary)
36656,39685,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Gender-Neutral
53121,61615,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Female-only (including Supernumerary)
115057,134729,"Chemical Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Other State,Gender-Neutral
360727,574810,"Chemical Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,DASA-CIWG,Gender-Neutral
39661,47816,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Gender-Neutral
43151,53642,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Female-only (including Supernumerary)
557345,557345,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN (PwD),Home State,Gender-Neutral
50452,52710,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Gender-Neutral
89688,89688,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Female-only (including Supernumerary)
49175,55897,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Gender-Neutral
69077,69077,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Female-only (including Supernumerary)
961872,961872,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL (PwD),Home State,Gender-Neutral
236440,258547,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",ST,Home State,Gender-Neutral
32337,40516,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Gender-Neutral
52387,54707,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Female-only (including Supernumerary)
42072,44735,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Gender-Neutral
60667,60667,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Female-only (including Supernumerary)
42759,46853,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Gender-Neutral
56795,64611,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Female-only (including Supernumerary)
117643,147102,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Other State,Gender-Neutral
227000,227000,"Civil Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",ST,Other State,Female-only (including Supernumerary)
667613,667613,"Civil Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,DASA-CIWG,Gender-Neutral
5556,6929,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Gender-Neutral
13225,13225,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Female-only (including Supernumerary)
10715,10715,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Gender-Neutral
8522,8522,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Gender-Neutral
31348,31348,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Home State,Gender-Neutral
6363,7600,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Gender-Neutral
11681,11681,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Female-only (including Supernumerary)
8541,9841,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Gender-Neutral
9455,10512,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Gender-Neutral
121440,147009,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,DASA-CIWG,Gender-Neutral
73269,270637,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,DASA-Non CIWG,Gender-Neutral
14703,17496,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Gender-Neutral
24217,31580,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Female-only (including Supernumerary)
20883,22452,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Gender-Neutral
33280,33280,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Female-only (including Supernumerary)
20425,24257,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Gender-Neutral
36762,40589,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Female-only (including Supernumerary)
432017,432017,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL (PwD),Home State,Gender-Neutral
81998,83632,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Home State,Gender-Neutral
558471,558471,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC (PwD),Home State,Gender-Neutral
172100,172100,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",ST,Home State,Gender-Neutral
15699,19494,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Gender-Neutral
26952,28229,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Female-only (including Supernumerary)
505480,505480,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN (PwD),Other State,Gender-Neutral
19617,20594,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Gender-Neutral
31371,31371,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Female-only (including Supernumerary)
20588,24213,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Gender-Neutral
86164,86164,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Other State,Gender-Neutral
158285,158285,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",ST,Other State,Female-only (including Supernumerary)
254522,333514,"Electrical and Electronics Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,DASA-CIWG,Gender-Neutral
1074763,1074763,"Electrical and Electronics Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,DASA-Non CIWG,Gender-Neutral
11312,12269,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Gender-Neutral
17949,21110,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Home State,Female-only (including Supernumerary)
15482,19661,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Home State,Gender-Neutral
16165,18599,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Gender-Neutral
30377,33544,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Home State,Female-only (including Supernumerary)
55157,55157,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Home State,Gender-Neutral
138933,138933,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",ST,Home State,Female-only (including Supernumerary)
11325,13127,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Gender-Neutral
17332,18071,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OPEN,Other State,Female-only (including Supernumerary)
13169,14056,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Gender-Neutral
20942,20942,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",EWS,Other State,Female-only (including Supernumerary)
16866,16866,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL,Other State,Gender-Neutral
380408,380408,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",OBC-NCL (PwD),Other State,Gender-Neutral
69448,69448,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Visvesvaraya National Institute of Technology, Nagpur",SC,Other State,Gender-Neutral
