Opening Rank,Closing Rank,Academic Program Name,Institute,Seat Type,Quota,Gender
33041,33041,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
1818,13252,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
19187,24192,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
295201,295201,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN (PwD),Other State,Gender-Neutral
13732,14835,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
26907,26907,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
15993,16955,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
46917,60276,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
82745,110828,"Computer Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
117359,481635,"Computer Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,DASA-CIWG,Gender-Neutral
1347319,1347319,"Computer Science and Engineering for DASA-Non CIWG (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,DASA-Non CIWG,Gender-Neutral
20481,20481,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
36417,36417,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
138892,138892,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
15132,16249,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
24362,26734,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
16637,17045,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
30571,30571,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
22011,23180,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
81065,81065,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
130945,130945,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Female-only (including Supernumerary)
140103,140103,"Data Science and Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
809482,809482,"Data Science and Engineering for DASA-CIWG (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,DASA-CIWG,Gender-Neutral
30207,31421,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
33504,33504,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
36116,36116,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
54809,54809,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Female-only (including Supernumerary)
87600,91227,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
96850,96850,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Female-only (including Supernumerary)
164558,175779,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
166686,166686,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Female-only (including Supernumerary)
20451,24102,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
34048,40266,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
26420,27330,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
40624,40624,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
26141,27565,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
153388,153388,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Female-only (including Supernumerary)
209539,209539,"Electrical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Female-only (including Supernumerary)
26098,26770,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
26765,26765,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
33560,33560,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
45672,77935,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
154506,154506,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
1173410,1173410,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC (PwD),Home State,Gender-Neutral
16933,19495,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
21348,28824,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
19992,20327,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
32233,32233,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
21770,23920,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
38129,38129,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
82462,94431,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
146858,146858,"Electronics and Communication Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Female-only (including Supernumerary)
28501,28948,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
26815,26815,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
34154,34154,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
17635,20619,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
30332,30332,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
20988,22426,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
25046,25328,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
48551,48551,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
150141,150141,"Electronics and VLSI Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Female-only (including Supernumerary)
238060,245561,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,All India,Gender-Neutral
36643,73433,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
73274,73274,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
88333,98718,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
113299,113299,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Female-only (including Supernumerary)
97257,126234,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
206547,258059,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
45921,49011,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
63036,70983,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
53031,53131,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
81940,81940,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
53937,57397,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
84239,84431,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
171685,182594,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
255117,257922,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
318587,318587,"Industrial and Production Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Female-only (including Supernumerary)
16359,22021,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
24158,24158,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
25343,25343,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
51415,51415,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Female-only (including Supernumerary)
39874,55156,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
152290,152290,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
14530,17144,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
25783,27253,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
17168,17641,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
29913,29913,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
19116,22211,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
36813,36813,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
81267,81267,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
126060,126060,"Information Technology (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
675536,769321,"Information Technology for DASA-CIWG (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,DASA-CIWG,Gender-Neutral
208588,214746,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,All India,Gender-Neutral
33138,40924,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
46398,46398,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
87227,102353,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Home State,Gender-Neutral
177433,177433,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
253046,253046,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Female-only (including Supernumerary)
20888,29653,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
43793,49400,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
612457,612457,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN (PwD),Other State,Gender-Neutral
32852,32852,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
49494,49494,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Female-only (including Supernumerary)
32149,34389,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
62261,62261,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Female-only (including Supernumerary)
119232,133909,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
230519,233490,"Instrumentation and Control Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
21701,24105,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
27433,28128,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
163591,163591,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Home State,Gender-Neutral
13737,17489,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Gender-Neutral
27368,27853,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Other State,Female-only (including Supernumerary)
18718,19157,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Other State,Gender-Neutral
21474,22734,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OBC-NCL,Other State,Gender-Neutral
59114,84738,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",SC,Other State,Gender-Neutral
162800,169321,"Mathematics and Computing (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",ST,Other State,Gender-Neutral
33460,50504,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Gender-Neutral
63542,64613,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",OPEN,Home State,Female-only (including Supernumerary)
65104,65104,"Mechanical Engineering (4 Years, Bachelor of Technology)","Dr. B R Ambedkar National Institute of Technology, Jalandhar",EWS,Home State,Gender-Neutral
