institute,program,round,opening_rank,closing_rank,seat_type,quota,category
"Bankura Unnayani Institute of Engineering, Bankura",Electronics & Communication Engineering,Round 1,25774,81813,WBJEE Seats,All India,Open
"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Electronics & Communication Engineering,Round 1,48177,69644,WBJEE Seats,All India,Open
"Camellia Institute of Technology & Management, Bainchi, Hooghly",Electronics & Communication Engineering,Round 1,67522,67522,WBJEE Seats,All India,Open
"Imps College of Engineering & Technology, Malda",Electronics & Communication Engineering,Round 1,26575,26575,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,Round 1,35235,88357,WBJEE Seats,Home State,SC
Jadavpur University,Civil Engineering,Round 1,3140,33890,WBJEE Seats,Home State,ST
Jadavpur University,Computer Science & Engineering,Round 1,238,277,WBJEE Seats,Home State,EWS
"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,Round 1,46154,92845,WBJEE Seats,Home State,OBC - A
"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,Round 1,66907,66907,WBJEE Seats,Home State,ST
"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering,Round 1,62092,62493,WBJEE Seats,Home State,EWS
"Meghnad Saha Institute of Technology, Kolkata",Electrical Engineering,Round 1,34026,95258,WBJEE Seats,All India,Open
"Rcc Institute of Information Technology, Kolkata",Electrical Engineering,Round 1,28323,90030,WBJEE Seats,All India,Open
Swami Vivekananda University,Electrical Engineering,Round 1,39562,66486,WBJEE Seats,All India,Open
"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Civil Engineering,Round 1,27070,67594,WBJEE Seats,All India,Open
"Techno Main Salt Lake, Sector-V, Salt Lake",Civil Engineering,Round 1,22905,83043,WBJEE Seats,All India,Open
"Techno India University, Salt Lake",Civil Engineering,Round 1,40195,93438,WBJEE Seats,All India,Open
"Hemnalini Memorial College of Engineering, Haringhata",Civil Engineering,Round 1,47850,47850,WBJEE Seats,All India,Open
"Ideal Institute of Engineering, Kalyani",Civil Engineering,Round 1,16672,85694,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",Civil Engineering,Round 1,21597,93574,WBJEE Seats,All India,Open
"Regent Education and Research Foundation, Barasat, Kolkata",Civil Engineering,Round 1,49742,64616,WBJEE Seats,All India,Open
"Jis College of Engineering, Kalyani, Nadia",Civil Engineering,Round 1,20103,85577,WBJEE Seats,All India,Open
"Siliguri Institute of Technology, Siliguri",Civil Engineering,Round 1,43015,87917,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Civil Engineering,Round 1,84031,96248,WBJEE Seats,Home State,SC
"Meghnad Saha Institute of Technology, Kolkata",Civil Engineering,Round 1,17301,91869,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Civil Engineering,Round 1,57825,80886,WBJEE Seats,Home State,EWS
"Heritage Institute of Technology, Kolkata",Civil Engineering,Round 1,1755,39377,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Civil Engineering,Round 1,40548,40548,WBJEE Seats,Home State,SC
"Hooghly Engineering & Technology College, Hooghly",Civil Engineering,Round 1,4418,95325,WBJEE Seats,All India,Open
"Narula Institute of Technology, Agarpara, Kolkata",Civil Engineering,Round 1,20973,96630,WBJEE Seats,All India,Open
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Civil Engineering,Round 1,29858,83791,WBJEE Seats,All India,Open
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,Round 1,20553,26665,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,Round 1,20060,31028,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,Round 1,7438,16988,WBJEE Seats,Home State,Open
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,Round 1,17442,18081,WBJEE Seats,Home State,OBC - B
"Future Institute of Technology, Boral, Garia",Computer Science & Engineering,Round 1,20139,89098,WBJEE Seats,All India,Open
"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,Round 1,19006,77648,WBJEE Seats,All India,Open
"Murshidabad College of Engineering & Technology, Murshidabad",Computer Science & Engineering,Round 1,90092,94654,WBJEE Seats,Home State,SC
BRAINWARE UNIVERSITY,Computer Science & Engineering,Round 1,32999,98301,WBJEE Seats,All India,Open
"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering,Round 1,163,26115,WBJEE Seats,All India,Open
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering,Round 1,12218,97434,WBJEE Seats,All India,Open
"Aliah University, New Town",Computer Science & Engineering,Round 1,3890,5764,WBJEE Seats,Home State,Open
"Sister Nivedita University, New Town",Computer Science & Engineering,Round 1,22782,97425,WBJEE Seats,All India,Open
Jadavpur University,Computer Science & Engineering,Round 1,16414,16414,WBJEE Seats,Home State,SC (PwD)
Jadavpur University,Computer Science & Engineering,Round 1,888,3317,WBJEE Seats,Home State,Open (PwD)
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,11657,45923,WBJEE Seats,All India,Open
"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,87036,92765,WBJEE Seats,All India,Open
"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,5190,96965,WBJEE Seats,All India,Open
"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,14217,56599,WBJEE Seats,All India,Open
"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,69104,69104,WBJEE Seats,Home State,EWS
Jadavpur University,Civil Engineering,Round 1,2411,2925,WBJEE Seats,Home State,EWS
"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,Round 1,33759,33759,WBJEE Seats,Home State,ST
"Meghnad Saha Institute of Technology, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,Round 1,83066,83066,WBJEE Seats,Home State,EWS
"Meghnad Saha Institute of Technology, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,Round 1,10361,67482,WBJEE Seats,All India,Open
"Netaji Subhas Engineering College, Garia, Kolkata",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,Round 1,18148,52283,WBJEE Seats,All India,Open
"Sister Nivedita University, New Town",ARTIFICIAL INTELLIGENCE (AI) AND DATA SCIENCE,Round 1,51490,97795,WBJEE Seats,All India,Open
Jadavpur University,Instrumentation & Electronics (TFW),Round 1,714,732,WBJEE Seats,Home State,Tuition Fee Waiver
"B.P. Poddar Institute of Management & Technology, Kolkata",Electrical Engineering,Round 1,11436,96609,WBJEE Seats,All India,Open
"College of Engineering and Management, Kolaghat",Electrical Engineering,Round 1,24304,93696,WBJEE Seats,All India,Open
"Institute of Science and Technology, Paschim Medinipur",Electrical Engineering,Round 1,22659,22659,WBJEE Seats,All India,Open
"Aliah University, New Town",Electrical Engineering,Round 1,6788,9277,WBJEE Seats,Home State,Open
"Future Institute of Engineering & Management, Sonarpur",Electrical Engineering,Round 1,51929,74222,WBJEE Seats,All India,Open
"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering,Round 1,25874,88652,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Electrical Engineering,Round 1,5217,16195,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Electrical Engineering,Round 1,21060,41262,WBJEE Seats,Home State,EWS
"Hooghly Engineering & Technology College, Hooghly",Electrical Engineering,Round 1,27709,93097,WBJEE Seats,All India,Open
"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering,Round 1,19434,86323,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Electrical Engineering,Round 1,16944,16944,WBJEE Seats,Home State,SC
"Mallabhum Institute of Technology, Bishnupur, Bankura",Electronics & Communication Engineering,Round 1,45519,89097,WBJEE Seats,All India,Open
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,Round 1,5230,13317,WBJEE Seats,All India,Open
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,Round 1,19361,22411,WBJEE Seats,Home State,OBC - A
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,Round 1,24509,30288,WBJEE Seats,Home State,EWS
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,Round 1,20616,25797,WBJEE Seats,Home State,SC
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,Round 1,14370,15545,WBJEE Seats,Home State,OBC - B
JAKIR HOSSAIN INSTITUTE OF PHARMACY,B.Pharm/Pharmaceutical Technology (TFW),Round 1,24991,32154,WBJEE Seats,Home State,Tuition Fee Waiver
"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology (TFW),Round 1,1571,3182,WBJEE Seats,Home State,Tuition Fee Waiver
"BHARAT TECHNOLOGY, ULUBERIA, HOWRAH",B.Pharm/Pharmaceutical Technology (TFW),Round 1,14938,21652,WBJEE Seats,Home State,Tuition Fee Waiver
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electronics & Communication Engineering,Round 1,77530,98310,WBJEE Seats,Home State,ST
"Netaji Subhas Engineering College, Garia, Kolkata",Electronics & Communication Engineering,Round 1,18090,57735,WBJEE Seats,All India,Open
"Nshm Knowledge Campus, Durgapur Group of Institutions",Electronics & Communication Engineering,Round 1,13515,81342,WBJEE Seats,All India,Open
"Techno International New Town, Rajarhat, New Town",Electronics & Communication Engineering,Round 1,48744,86662,WBJEE Seats,All India,Open
University Of Calcutta,Electronics & Communication Engineering,Round 1,33123,39526,WBJEE Seats,Home State,ST
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,Round 1,93471,93471,WBJEE Seats,Home State,Open (PwD)
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,Round 1,57799,69693,WBJEE Seats,Home State,ST
"Cooch Behar Government Engineering College, Cooch Behar",Civil Engineering,Round 1,18504,23635,WBJEE Seats,Home State,OBC - A
"Murshidabad College of Engineering & Technology, Murshidabad",Civil Engineering,Round 1,48127,73122,WBJEE Seats,All India,Open
DEROZIO PHARMA INSTITUTE,B.Pharm/Pharmaceutical Technology (TFW),Round 1,35823,36774,WBJEE Seats,Home State,Tuition Fee Waiver
"Asansol Engineering College, Asansol, Burdwan",Civil Engineering,Round 1,20606,98701,WBJEE Seats,All India,Open
"Bengal Institute of Technology & Management, Santiniketan",Civil Engineering,Round 1,79319,87017,WBJEE Seats,All India,Open
"Dr. B. C. Roy Engineering College, Durgapur",Civil Engineering,Round 1,13105,91851,WBJEE Seats,All India,Open
"Hooghly Engineering & Technology College, Hooghly",Computer Science & Engineering,Round 1,15494,93221,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,Round 1,9880,9880,WBJEE Seats,Home State,SC
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,Round 1,1550,5134,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,Round 1,6359,11442,WBJEE Seats,Home State,EWS
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering,Round 1,53304,53304,WBJEE Seats,Home State,ST
Techno International Batanagar,Computer Science & Engineering,Round 1,20039,98655,WBJEE Seats,All India,Open
RASHBEHARI PHARMACEUTICAL INSTITUTE,B.Pharm/Pharmaceutical Technology,Round 1,23962,98847,WBJEE Seats,All India,Open
TARIFA MEMORIAL INSTITUTE OF PHARMACY,B.Pharm/Pharmaceutical Technology,Round 1,68964,99729,WBJEE Seats,All India,Open
Jadavpur University,Civil Engineering,Round 1,936,1213,WBJEE Seats,All India,Open
"Institute of Science and Technology, Paschim Medinipur",Computer Science & Engineering,Round 1,28877,94760,WBJEE Seats,All India,Open
"College of Engineering and Management, Kolaghat",Computer Science & Engineering,Round 1,8706,98576,WBJEE Seats,All India,Open
IQ CITY INSTITUTE OF PHARMACEUTICAL SCIENCES,B.Pharm/Pharmaceutical Technology,Round 1,5284,87754,WBJEE Seats,All India,Open
IQ CITY INSTITUTE OF PHARMACEUTICAL SCIENCES,B.Pharm/Pharmaceutical Technology,Round 1,90675,90675,WBJEE Seats,Home State,EWS
"GURU NANAK INSTITUTE OF PHARMACEUTICAL SCIENCE AND TECHNOLOGY, SODEPUR",B.Pharm/Pharmaceutical Technology,Round 1,497,15054,WBJEE Seats,All India,Open
"BENGAL COLLEGE OF PHARMACEUTICAL TECHNOLOGY, DUBRAJPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,Round 1,22852,99913,WBJEE Seats,All India,Open
"BENGAL COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH, DURGAPUR",B.Pharm/Pharmaceutical Technology,Round 1,60590,98406,WBJEE Seats,Home State,EWS
"BENGAL COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH, DURGAPUR",B.Pharm/Pharmaceutical Technology,Round 1,8224,53982,WBJEE Seats,All India,Open
"Jis University, Agarpara",B.Pharm/Pharmaceutical Technology,Round 1,633,61435,WBJEE Seats,All India,Open
"Jis University, Agarpara",B.Pharm/Pharmaceutical Technology,Round 1,70478,98583,WBJEE Seats,Home State,EWS
"GITANJALI COLLEGE OF PHARMACY, LOHAPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,Round 1,30491,100281,WBJEE Seats,All India,Open
"GITANJALI COLLEGE OF PHARMACY, LOHAPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology,Round 1,21338,21338,WBJEE Seats,Home State,OBC - B
"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,Round 1,647,28377,WBJEE Seats,All India,Open
University Of Calcutta,Electronics & Communication Engineering,Round 1,4290,7955,WBJEE Seats,Home State,SC
University Of Calcutta,Electronics & Communication Engineering,Round 1,3365,4436,WBJEE Seats,Home State,EWS
University Of Calcutta,Electronics & Communication Engineering,Round 1,18655,18655,WBJEE Seats,Home State,Open (PwD)
University Of Calcutta,Electronics & Communication Engineering,Round 1,1434,2049,WBJEE Seats,Home State,Open
University Of Calcutta,Electronics & Communication Engineering,Round 1,4786,5330,WBJEE Seats,Home State,OBC - A
University Of Calcutta,Electronics & Communication Engineering,Round 1,587,1398,WBJEE Seats,All India,Open
"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering,Round 1,12240,97842,WBJEE Seats,All India,Open
"Rcc Institute of Information Technology, Kolkata",Electronics & Communication Engineering,Round 1,15054,98370,WBJEE Seats,All India,Open
Swami Vivekananda University,Electronics & Communication Engineering,Round 1,40176,66432,WBJEE Seats,All India,Open
"B.P. Poddar Institute of Management & Technology, Kolkata",Electronics & Communication Engineering,Round 1,30611,98712,WBJEE Seats,All India,Open
"College of Engineering and Management, Kolaghat",Electronics & Communication Engineering,Round 1,19799,95435,WBJEE Seats,All India,Open
Jadavpur University,Electrical Engineering,Round 1,1216,1667,WBJEE Seats,Home State,EWS
"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,Round 1,35207,39463,WBJEE Seats,Home State,SC
"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,Round 1,30111,33708,WBJEE Seats,Home State,OBC - B
"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,Round 1,29464,40468,WBJEE Seats,Home State,OBC - A
"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science)  (TFW),Round 1,20216,23051,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering (Data Science)  (TFW),Round 1,10366,12144,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Data Science)  (TFW),Round 1,12910,14536,WBJEE Seats,Home State,Tuition Fee Waiver
"Calcutta Institute of Technology, Uluberia, Howrah",Computer Science & Engineering (Data Science)  (TFW),Round 1,28418,28418,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Data Science)  (TFW),Round 1,10255,22371,WBJEE Seats,Home State,Tuition Fee Waiver
"Future Institute of Engineering & Management, Sonarpur",Computer Science & Engineering (Data Science)  (TFW),Round 1,25215,25458,WBJEE Seats,Home State,Tuition Fee Waiver
"Kaji Nazrul University, Asansol",Computer Science & Engineering (Data Science)  (TFW),Round 1,11344,11344,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering (Data Science)  (TFW),Round 1,7702,7750,WBJEE Seats,Home State,Tuition Fee Waiver
"Sister Nivedita University, New Town",CLOUD COMPUTING,Round 1,50513,79173,WBJEE Seats,All India,Open
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Electrical Engineering,Round 1,46310,96684,WBJEE Seats,All India,Open
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 1,16752,23864,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 1,6432,12626,WBJEE Seats,Home State,Open
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 1,13261,19123,WBJEE Seats,Home State,OBC - A
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 1,12714,13754,WBJEE Seats,Home State,OBC - B
"Aliah University, New Town",Civil Engineering,Round 1,10055,13928,WBJEE Seats,Home State,Open
Jadavpur University,Civil Engineering,Round 1,22214,45334,WBJEE Seats,Home State,Open (PwD)
Jadavpur University,Civil Engineering,Round 1,5517,8859,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 1,45571,76578,WBJEE Seats,Home State,ST
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering,Round 1,16139,22036,WBJEE Seats,Home State,SC
"Durgapur Institute of Advanced Technology & Management, Durgapur",Electrical Engineering,Round 1,15207,60781,WBJEE Seats,All India,Open
"Future Institute of Technology, Boral, Garia",Electrical Engineering,Round 1,12586,12586,WBJEE Seats,All India,Open
"Murshidabad College of Engineering & Technology, Murshidabad",Electrical Engineering,Round 1,74751,95759,WBJEE Seats,All India,Open
"Asansol Engineering College, Asansol, Burdwan",Electrical Engineering,Round 1,21420,94120,WBJEE Seats,All India,Open
"Bengal Institute of Technology & Management, Santiniketan",Electrical Engineering,Round 1,69233,75982,WBJEE Seats,All India,Open
"Dr. B. C. Roy Engineering College, Durgapur",Electrical Engineering,Round 1,41726,93045,WBJEE Seats,All India,Open
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,18672,18672,WBJEE Seats,Home State,Open (PwD)
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,3412,6806,WBJEE Seats,Home State,OBC - A
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,2582,4641,WBJEE Seats,Home State,Open
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,3112,12033,WBJEE Seats,Home State,SC
Jadavpur University,Instrumentation & Electronics,Round 1,328,342,WBJEE Seats,All India,Open
Jadavpur University,Production Engineering,Round 1,26894,33696,WBJEE Seats,Home State,ST
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,4885,6033,WBJEE Seats,Home State,OBC - B
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,4788,5518,WBJEE Seats,Home State,EWS
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,842,2462,WBJEE Seats,All India,Open
Jadavpur University,B.Pharm/Pharmaceutical Technology,Round 1,15621,21919,WBJEE Seats,Home State,ST
"Hemnalini Memorial College of Engineering, Haringhata",Civil And Environmental Engineering,Round 1,68678,85889,WBJEE Seats,All India,Open
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,Round 1,6200,20122,WBJEE Seats,All India,Open
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,Round 1,38883,42704,WBJEE Seats,Home State,EWS
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,Round 1,23532,23549,WBJEE Seats,Home State,OBC - B
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,Round 1,25735,33647,WBJEE Seats,Home State,SC
"Ghani Khan Choudhury Institute of Engineering & Technology, Malda",Civil And Environmental Engineering,Round 1,25968,27283,WBJEE Seats,Home State,OBC - A
University Of Calcutta,Polymer Science & Technology (TFW),Round 1,5418,5675,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science And Business System  (TFW),Round 1,14416,15203,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Computer Science And Business System  (TFW),Round 1,26785,28816,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Civil Engineering,Round 1,4590,5806,WBJEE Seats,Home State,OBC - A
"Jis University, Agarpara",B.Pharm/Pharmaceutical Technology (TFW),Round 1,9283,21105,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology (TFW),Round 1,14201,17938,WBJEE Seats,Home State,Tuition Fee Waiver
"Heritage Institute of Technology, Kolkata",Computer Science And Business System  (TFW),Round 1,5521,6111,WBJEE Seats,Home State,Tuition Fee Waiver
"Narula Institute of Technology, Agarpara, Kolkata",Computer Science And Business System  (TFW),Round 1,15391,17028,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science And Business System  (TFW),Round 1,7995,9842,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Computer Science And Business System  (TFW),Round 1,16770,16770,WBJEE Seats,Home State,Tuition Fee Waiver
"CALCUTTA INSTITUTE OF PHARMACEUTICAL TECH. & ALLIED HEALTH SCIENCES, ULUBERIA",B.Pharm/Pharmaceutical Technology (TFW),Round 1,16219,20339,WBJEE Seats,Home State,Tuition Fee Waiver
"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology (TFW),Round 1,12204,28555,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,B.Pharm/Pharmaceutical Technology (TFW),Round 1,3483,4025,WBJEE Seats,Home State,Tuition Fee Waiver
"P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA",B.Pharm/Pharmaceutical Technology (TFW),Round 1,12241,22368,WBJEE Seats,Home State,Tuition Fee Waiver
"BENGAL SCHOOL OF TECHNOLOGY, SUGANDHA, HOOGHLY",B.Pharm/Pharmaceutical Technology (TFW),Round 1,8113,16843,WBJEE Seats,Home State,Tuition Fee Waiver
"NSHM KNOWLEDGE CAMPUS, KOLKATA GROUP OF INSTITUTIONS, KOLKATA",B.Pharm/Pharmaceutical Technology (TFW),Round 1,636,8591,WBJEE Seats,Home State,Tuition Fee Waiver
"Institute of Science and Technology, Paschim Medinipur",Electronics & Communication Engineering,Round 1,32407,45701,WBJEE Seats,All India,Open
Techno International Batanagar,Electronics & Communication Engineering,Round 1,57725,97594,WBJEE Seats,All India,Open
"Aliah University, New Town",Electronics & Communication Engineering,Round 1,5855,7113,WBJEE Seats,Home State,Open
"Future Institute of Engineering & Management, Sonarpur",Electronics & Communication Engineering,Round 1,20178,89731,WBJEE Seats,All India,Open
Jadavpur University,Electrical Engineering,Round 1,16327,22848,WBJEE Seats,Home State,ST
"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics & Communication Engineering,Round 1,9662,97946,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,Round 1,3539,11585,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,Round 1,13444,13444,WBJEE Seats,Home State,SC
"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,Round 1,68505,68505,WBJEE Seats,Home State,ST
"Heritage Institute of Technology, Kolkata",Electronics & Communication Engineering,Round 1,11800,30260,WBJEE Seats,Home State,EWS
"Hooghly Engineering & Technology College, Hooghly",Electronics & Communication Engineering,Round 1,23471,98815,WBJEE Seats,All India,Open
"GITANJALI COLLEGE OF PHARMACY, LOHAPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology (TFW),Round 1,4221,32444,WBJEE Seats,Home State,Tuition Fee Waiver
"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, CAMPUS-2",B.Pharm/Pharmaceutical Technology (TFW),Round 1,19946,21897,WBJEE Seats,Home State,Tuition Fee Waiver
"BENGAL COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH, DURGAPUR",B.Pharm/Pharmaceutical Technology (TFW),Round 1,10218,15170,WBJEE Seats,Home State,Tuition Fee Waiver
"BENGAL COLLEGE OF PHARMACEUTICAL TECHNOLOGY, DUBRAJPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology (TFW),Round 1,15260,29109,WBJEE Seats,Home State,Tuition Fee Waiver
"GURU NANAK INSTITUTE OF PHARMACEUTICAL SCIENCE AND TECHNOLOGY, SODEPUR",B.Pharm/Pharmaceutical Technology (TFW),Round 1,2707,6447,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Electrical Engineering,Round 1,1086,1503,WBJEE Seats,Home State,OBC - B
Jadavpur University,Electrical Engineering,Round 1,453,740,WBJEE Seats,Home State,Open
Jadavpur University,Instrumentation & Electronics,Round 1,2387,3132,WBJEE Seats,Home State,SC
"GUPTA COLLEGE OF TECHNOLOGICAL SCIENCES, ASANSOL, BURDWAN",B.Pharm/Pharmaceutical Technology (TFW),Round 1,7432,16244,WBJEE Seats,Home State,Tuition Fee Waiver
"BIRBHUM PHARMACY SCHOOL, HETAMPUR, BIRBHUM",B.Pharm/Pharmaceutical Technology (TFW),Round 1,5634,32573,WBJEE Seats,Home State,Tuition Fee Waiver
"SCHOOL OF PHARMACY, TECHNO INDIA UNIVERSITY, SALT LAKE",B.Pharm/Pharmaceutical Technology (TFW),Round 1,8009,19702,WBJEE Seats,Home State,Tuition Fee Waiver
"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology (TFW),Round 1,11375,24002,WBJEE Seats,Home State,Tuition Fee Waiver
"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, HRIDAYPUR, MADHYAMGRAM",B.Pharm/Pharmaceutical Technology (TFW),Round 1,9991,16058,WBJEE Seats,Home State,Tuition Fee Waiver
"NETAJI SUBHASH CHANDRA BOSE INSTITUTE OF PHARMACY ,CHAKDAH, NADIA",B.Pharm/Pharmaceutical Technology (TFW),Round 1,7894,18450,WBJEE Seats,Home State,Tuition Fee Waiver
"EMINENT COLLEGE OF PHARMACEUTICAL TECHNOLOGY, BARASAT",B.Pharm/Pharmaceutical Technology (TFW),Round 1,23044,25492,WBJEE Seats,Home State,Tuition Fee Waiver
GANDHARI COLLEGE (SCHOOL OF PHARMACY),B.Pharm/Pharmaceutical Technology (TFW),Round 1,7911,38164,WBJEE Seats,Home State,Tuition Fee Waiver
