institute,program,round,opening_rank,closing_rank,seat_type,quota,category
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,Round 1,8418,9041,WBJEE Seats,Home State,OBC - A
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,Round 1,5076,5283,WBJEE Seats,Home State,OBC - B
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,Round 1,7455,9460,WBJEE Seats,Home State,EWS
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Mechanical Engineering,Round 1,47022,51838,WBJEE Seats,Home State,ST
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 1,13596,14246,WBJEE Seats,Home State,OBC - B
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 1,66974,74270,WBJEE Seats,Home State,ST
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 1,19308,25035,WBJEE Seats,Home State,EWS
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 1,21557,25100,WBJEE Seats,Home State,SC
"Govt. College of Engg. & Textile Technology, Berhampore",Mechanical Engineering,Round 1,16313,19142,WBJEE Seats,Home State,OBC - A
"Abacus Institute of Engineering & Management, Mogra, Hooghly",Mechanical Engineering,Round 1,86224,86224,WBJEE Seats,Home State,SC
"Haldia Institute of Technology, Haldia, Purba Medinipur",Applied Electronics And Instrumentation Engineering,Round 1,47630,94725,WBJEE Seats,Home State,SC
"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,Round 1,23059,23059,WBJEE Seats,Home State,SC
University Of Calcutta,Chemical Engineering,Round 1,2480,3055,WBJEE Seats,Home State,Open
University Of Calcutta,Chemical Engineering,Round 1,1836,2235,WBJEE Seats,All India,Open
University Of Calcutta,Chemical Engineering,Round 1,35857,45463,WBJEE Seats,Home State,ST
"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,Round 1,9062,22679,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Applied Electronics And Instrumentation Engineering,Round 1,30894,84428,WBJEE Seats,Home State,EWS
"Netaji Subhas Engineering College, Garia, Kolkata",Applied Electronics And Instrumentation Engineering,Round 1,14769,95575,WBJEE Seats,All India,Open
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,Round 1,12273,19692,WBJEE Seats,All India,Open
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,Round 1,22509,30878,WBJEE Seats,Home State,OBC - A
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,Round 1,20997,22223,WBJEE Seats,Home State,OBC - B
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,Round 1,24293,33603,WBJEE Seats,Home State,SC
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Applied Electronics And Instrumentation Engineering,Round 1,28609,51025,WBJEE Seats,Home State,EWS
Jadavpur University,Food Technology And Bio Chemical Engineering (TFW),Round 1,2943,3122,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science & Engineering - TFW,Round 1,3379,5390,WBJEE Seats,Home State,Tuition Fee Waiver
"Jis College of Engineering, Kalyani, Nadia",Computer Science & Engineering - TFW,Round 1,17497,22543,WBJEE Seats,Home State,Tuition Fee Waiver
TECHNO INSTITUTE OF ENGINEERING AND MANAGEMENT,Computer Science & Engineering - TFW,Round 1,14290,26281,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engineering & Textile Technology, Serampore",Computer Science & Engineering - TFW,Round 1,5404,5879,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Chemical Engineering,Round 1,3376,6669,WBJEE Seats,Home State,SC
"Kaji Nazrul University, Asansol",Mining Engineering,Round 1,32666,38499,WBJEE Seats,Home State,SC
"P.G. INSTITUTE OF MEDICAL SCIENCES, CHANDRAKONA",B.Pharm/Pharmaceutical Technology,Round 1,50489,80480,WBJEE Seats,Home State,OBC - B
"Abacus Institute of Engineering & Management, Mogra, Hooghly",Computer Science & Engineering - TFW,Round 1,24143,31806,WBJEE Seats,Home State,Tuition Fee Waiver
"Bankura Unnayani Institute of Engineering, Bankura",Computer Science & Engineering - TFW,Round 1,17540,27496,WBJEE Seats,Home State,Tuition Fee Waiver
"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Computer Science & Engineering - TFW,Round 1,29288,39816,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Construction Engineering,Round 1,3603,4047,WBJEE Seats,Home State,OBC - B
"Imps College of Engineering & Technology, Malda",Computer Science & Engineering - TFW,Round 1,32213,33391,WBJEE Seats,Home State,Tuition Fee Waiver
"Mallabhum Institute of Technology, Bishnupur, Bankura",Computer Science & Engineering - TFW,Round 1,28231,39434,WBJEE Seats,Home State,Tuition Fee Waiver
"Global Institute of Management and Technology, Krishnanagar, Nadia",Computer Science & Engineering - TFW,Round 1,37026,37816,WBJEE Seats,Home State,Tuition Fee Waiver
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Computer Science & Engineering - TFW,Round 1,6022,6962,WBJEE Seats,Home State,Tuition Fee Waiver
DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Computer Science & Engineering - TFW,Round 1,30253,44351,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Computer Science & Engineering - TFW,Round 1,18387,27076,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering (Cyber Security) (TFW),Round 1,24341,25306,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Computer Science & Engineering (Cyber Security) (TFW),Round 1,27387,28417,WBJEE Seats,Home State,Tuition Fee Waiver
"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering (Cyber Security) (TFW),Round 1,19984,21065,WBJEE Seats,Home State,Tuition Fee Waiver
"Sister Nivedita University, New Town",Computer Science & Engineering (Cyber Security) (TFW),Round 1,28841,30441,WBJEE Seats,Home State,Tuition Fee Waiver
"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering (Cyber Security) (TFW),Round 1,19824,20699,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,PRINTING ENGINEERING,Round 1,9948,11334,WBJEE Seats,Home State,SC
"Institute of Pharmacy, Jalpaiguri",B.Pharm/Pharmaceutical Technology,Round 1,4405,6418,WBJEE Seats,Home State,OBC - A
"Aliah University, New Town",Mechanical Engineering,Round 1,6663,11169,WBJEE Seats,Home State,Open
Jadavpur University,Construction Engineering,Round 1,59181,59181,WBJEE Seats,Home State,Open (PwD)
Jadavpur University,Construction Engineering,Round 1,39235,41115,WBJEE Seats,Home State,ST
Jadavpur University,Construction Engineering,Round 1,1639,2388,WBJEE Seats,Home State,Open
Jadavpur University,Construction Engineering,Round 1,5822,6748,WBJEE Seats,Home State,OBC - A
"Techno Main Salt Lake, Sector-V, Salt Lake",ELECTRONICS & COMPUTER SCIENCE - TFW,Round 1,12253,13288,WBJEE Seats,Home State,Tuition Fee Waiver
BRAINWARE UNIVERSITY,Computer Science & Engineering (Data Science),Round 1,17305,79098,WBJEE Seats,All India,Open
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Computer Science & Engineering (Data Science),Round 1,48720,84259,WBJEE Seats,All India,Open
"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Engineering (Data Science),Round 1,292,51413,WBJEE Seats,All India,Open
"BENGAL SCHOOL OF TECHNOLOGY, SUGANDHA, HOOGHLY",B.Pharm/Pharmaceutical Technology,Round 1,56650,68002,WBJEE Seats,Home State,OBC - A
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),Round 1,13081,16131,WBJEE Seats,Home State,EWS
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),Round 1,13235,13235,WBJEE Seats,Home State,SC
"Haldia Institute of Pharmacy, Haldia",B.Pharm/Pharmaceutical Technology,Round 1,48262,93591,WBJEE Seats,Home State,EWS
Swami Vivekananda University,Computer Science & Engineering (Data Science),Round 1,38782,98834,WBJEE Seats,All India,Open
Techno International Batanagar,Computer Science & Engineering (Data Science),Round 1,66772,96823,WBJEE Seats,All India,Open
University Of Calcutta,Chemical Engineering,Round 1,5982,7675,WBJEE Seats,Home State,OBC - A
University Of Calcutta,Chemical Engineering,Round 1,3619,3928,WBJEE Seats,Home State,OBC - B
University Of Calcutta,Chemical Engineering,Round 1,9599,11643,WBJEE Seats,Home State,SC
"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),Round 1,71398,71398,WBJEE Seats,Home State,EWS
"Mckv Institute of Engineering, Liluah, Howrah",Computer Science & Engineering (Data Science),Round 1,23808,68315,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),Round 1,3741,7195,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science & Engineering (Data Science),Round 1,72719,72719,WBJEE Seats,Home State,ST
University Of Calcutta,Electrical Engineering (TFW),Round 1,3200,3200,WBJEE Seats,Home State,Tuition Fee Waiver
"Jalpaiguri Goverment Engineering College,Jalpaiguri",Electrical Engineering (TFW),Round 1,2859,3949,WBJEE Seats,Home State,Tuition Fee Waiver
"Rcc Institute of Information Technology, Kolkata",Electrical Engineering (TFW),Round 1,21901,24576,WBJEE Seats,Home State,Tuition Fee Waiver
"Guru Nanak Institute of Technology, Panihati, Sodepur",Electrical Engineering (TFW),Round 1,25507,25507,WBJEE Seats,Home State,Tuition Fee Waiver
"Heritage Institute of Technology, Kolkata",Electrical Engineering (TFW),Round 1,5276,7711,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Technology, Haldia, Purba Medinipur",Electrical Engineering (TFW),Round 1,10741,19883,WBJEE Seats,Home State,Tuition Fee Waiver
"Narula Institute of Technology, Agarpara, Kolkata",Electrical Engineering (TFW),Round 1,12665,19962,WBJEE Seats,Home State,Tuition Fee Waiver
"Cooch Behar Government Engineering College, Cooch Behar",Electrical Engineering (TFW),Round 1,10220,12320,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Electrical Engineering (TFW),Round 1,24213,32654,WBJEE Seats,Home State,Tuition Fee Waiver
"BHARAT TECHNOLOGY, ULUBERIA, HOWRAH",B.Pharm/Pharmaceutical Technology,Round 1,4850,79836,WBJEE Seats,All India,Open
"SCHOOL OF PHARMACY, TECHNO INDIA UNIVERSITY, SALT LAKE",B.Pharm/Pharmaceutical Technology,Round 1,10327,43247,WBJEE Seats,All India,Open
Jadavpur University,Computer Science & Engineering,Round 1,3114,8256,WBJEE Seats,Home State,ST
Jadavpur University,Electrical Engineering (TFW),Round 1,661,925,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Information Technology (TFW),Round 1,392,484,WBJEE Seats,Home State,Tuition Fee Waiver
"UNIVERSITY OF KALYANI, KALYANI",Information Technology (TFW),Round 1,4088,4088,WBJEE Seats,Home State,Tuition Fee Waiver
"Dr. B. C. Roy Engineering College, Durgapur",Information Technology (TFW),Round 1,25345,25731,WBJEE Seats,Home State,Tuition Fee Waiver
"Meghnad Saha Institute of Technology, Kolkata",Information Technology (TFW),Round 1,17039,17844,WBJEE Seats,Home State,Tuition Fee Waiver
"Govt. College of Engg. & Textile Technology, Berhampore",Textile Technology,Round 1,27369,32646,WBJEE Seats,Home State,SC
"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,Round 1,17440,37286,WBJEE Seats,Home State,EWS
"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,Round 1,6907,15251,WBJEE Seats,Home State,Open
"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,Round 1,18439,29356,WBJEE Seats,Home State,SC
"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,Round 1,54114,89893,WBJEE Seats,Home State,ST
"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,Round 1,15575,22496,WBJEE Seats,Home State,OBC - A
"Govt. College of Engineering & Textile Technology, Serampore",Textile Technology,Round 1,16054,20213,WBJEE Seats,Home State,OBC - B
Jadavpur University,Power Engineering (TFW),Round 1,975,1752,WBJEE Seats,Home State,Tuition Fee Waiver
University Of Calcutta,Optics & Optoelectronics (TFW),Round 1,4504,4504,WBJEE Seats,Home State,Tuition Fee Waiver
"Sister Nivedita University, New Town",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,19546,98080,WBJEE Seats,All India,Open
University Of Calcutta,Electrical Engineering,Round 1,1887,2208,WBJEE Seats,Home State,Open
Jadavpur University,Civil Engineering,Round 1,1217,2136,WBJEE Seats,Home State,Open
"BCDA COLLEGE OF PHARMACY & TECHNOLOGY, CAMPUS-2",B.Pharm/Pharmaceutical Technology,Round 1,9586,70397,WBJEE Seats,All India,Open
Jadavpur University,Civil Engineering,Round 1,85262,85262,WBJEE Seats,Home State,OBC - B (PwD)
"Guru Nanak Institute of Technology, Panihati, Sodepur",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,947,45112,WBJEE Seats,All India,Open
"Future Institute of Technology, Boral, Garia",Computer Science & Engineering (Artificial Intelligence And Machine Learning),Round 1,35049,98150,WBJEE Seats,All India,Open
"Birbhum Institute of Engineering & Technology, Suri, Birbhum",Electrical Engineering,Round 1,45647,79113,WBJEE Seats,All India,Open
"Mallabhum Institute of Technology, Bishnupur, Bankura",Electrical Engineering,Round 1,26895,92516,WBJEE Seats,All India,Open
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,Round 1,16381,18121,WBJEE Seats,Home State,OBC - B
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,Round 1,17519,23734,WBJEE Seats,Home State,OBC - A
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,Round 1,24414,36214,WBJEE Seats,Home State,EWS
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,Round 1,22627,30124,WBJEE Seats,Home State,SC
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,Round 1,78426,78426,WBJEE Seats,Home State,ST
"UNIVERSITY INSTITUTE OF TECHNOLOGY, BURDWAN UNIVERSITY",Electrical Engineering,Round 1,5772,15747,WBJEE Seats,All India,Open
DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Electrical Engineering,Round 1,32888,83658,WBJEE Seats,All India,Open
SEACOM PHARMACY COLLEGE,B.Pharm/Pharmaceutical Technology (TFW),Round 1,24812,28378,WBJEE Seats,Home State,Tuition Fee Waiver
EAST WEST EDUCATION INSTITUTE,B.Pharm/Pharmaceutical Technology (TFW),Round 1,26341,31639,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Electrical Engineering,Round 1,384,451,WBJEE Seats,All India,Open
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Electrical Engineering,Round 1,58472,90039,WBJEE Seats,All India,Open
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 1,92687,94201,WBJEE Seats,Home State,ST
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 1,16585,20670,WBJEE Seats,Home State,SC
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 1,13429,17636,WBJEE Seats,Home State,EWS
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 1,6287,10952,WBJEE Seats,Home State,Open
"Govt. College of Engg. & Textile Technology, Berhampore",Electrical Engineering,Round 1,11078,11943,WBJEE Seats,Home State,OBC - B
"Sister Nivedita University, New Town",Mechatronics Engineering,Round 1,75059,75059,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,Round 1,7128,16959,WBJEE Seats,All India,Open
University Of Calcutta,Chemical Engineering,Round 1,56158,56158,WBJEE Seats,Home State,Open (PwD)
"Calcutta Institute of Technology, Uluberia, Howrah",Chemical Engineering,Round 1,9922,98027,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,Round 1,18861,70001,WBJEE Seats,Home State,SC
"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,Round 1,23705,57105,WBJEE Seats,Home State,EWS
"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering,Round 1,17581,84819,WBJEE Seats,Home State,OBC - A
Jadavpur University,Instrumentation & Electronics,Round 1,343,591,WBJEE Seats,Home State,Open
University Of Calcutta,Information Technology,Round 1,4573,8777,WBJEE Seats,Home State,SC
"Govt. College of Engineering & Textile Technology, Serampore",Apparel & Production Management (TFW),Round 1,11914,16348,WBJEE Seats,Home State,Tuition Fee Waiver
DEROZIO PHARMA INSTITUTE,B.Pharm/Pharmaceutical Technology,Round 1,38859,99587,WBJEE Seats,All India,Open
"NETAJI SUBHASH CHANDRA BOSE INSTITUTE OF PHARMACY ,CHAKDAH, NADIA",B.Pharm/Pharmaceutical Technology,Round 1,12619,76501,WBJEE Seats,All India,Open
"EMINENT COLLEGE OF PHARMACEUTICAL TECHNOLOGY, BARASAT",B.Pharm/Pharmaceutical Technology,Round 1,10489,96840,WBJEE Seats,All India,Open
"Adamas University, Barasat",B.Pharm/Pharmaceutical Technology,Round 1,6879,93630,WBJEE Seats,All India,Open
VIDYASAGAR PHARMACEUTICAL COLLEGE OF EDUCATION,B.Pharm/Pharmaceutical Technology,Round 1,29935,97297,WBJEE Seats,All India,Open
"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,Round 1,93641,96161,WBJEE Seats,Home State,SC
"ANAND COLLEGE OF EDUCATION, DEBRA, PASCHIM MEDINIPUR",B.Pharm/Pharmaceutical Technology,Round 1,4218,84837,WBJEE Seats,All India,Open
